PWSName,RegistryID,PWSId,CitiesServed,StateCode,CountiesServed,PWSTypeCode,PrimarySourceCode,PopulationServedCount,QtrsWithVio,SeriousViolator,HealthFlag,RulesVio3yr,Viopaccr,Vioremain,Ifea,Feas,SDWAContaminantsInViol3yr,PbAle,CuAle,DFR URL,cons_demo.COUNTY,cons_demo.ACSTOTPOP,cons_demo.ACSIPOVBAS,cons_demo.25ABOVE,cons_demo.PCT_25ABOVE,cons_demo.PEOPCOLOR,cons_demo.PCT_PEOPCOLOR,cons_demo.LOWINCOME,cons_demo.PCT_LOWINCOME,cons_demo.LESSHS,cons_demo.PCT_LESSHS,cons_demo.LINGISO,cons_demo.PCT_LINGISO,cons_demo.UNDER5,cons_demo.PCT_UNDER5,cons_demo.OVER64,cons_demo.PCT_OVER64,cons_demo.AREALAND,cons_demo.AREAWATER
ALABAMA RIVER PULP CO.,110050992057,AL0000966,,AL,Monroe,NTNCWS,GW,350,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000966&sys=SDWIS,Monroe,20115,19875,13867,0.68938603,9272,0.46094954,8936,0.449610063,2440,0.121302511,0,6.03045E-06,1023,0.050857569,4089,0.203281133,2656469672,22609681
ALABAMA TRUCK STOP,110050941558,AL0001096,,AL,Perry,TNCWS,GW,75,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001096&sys=SDWIS,Perry,8702,7898,5560,0.638933578,6144,0.706044587,4837,0.612433527,1188,0.13652034,0,1.56884E-05,561,0.064467938,1706,0.196046886,1863936200,10902207
ALABAMA TRUCK STOP,110051098897,AL0001355,YELLOW PINE,AL,Washington,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001355&sys=SDWIS,Washington,15574,15441,10831,0.695453962,5433,0.348850649,6528,0.422770546,1498,0.096185951,2,6.17606E-06,824,0.052908694,3215,0.2064338,2797712949,21660030
ALDRIDGE WATER WORKS,110048188634,AL0001316,,AL,Walker,CWS,SWP,255,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001316&sys=SDWIS,Walker,65194,63885,45362,0.695800227,8023,0.123063472,25756,0.403161932,8033,0.12321686,184,0.00000189,3799,0.058272234,12508,0.191858146,2048757699,36683003
ALEX FOOD,110050995198,AL0000336,,AL,Conecuh,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000336&sys=SDWIS,Conecuh,11778,11736,8665,0.735693666,5877,0.498981151,5860,0.499318337,1077,0.091441671,16,7.76377E-06,508,0.043131262,2688,0.228222109,2202213384,6426488
ALEXANDER CITY WATER DEPARTMENT,110012991352,AL0001265,ALEXANDER CITY,AL,Tallapoosa,CWS,SW,29565,0,No,No,0,4,0,3,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001265&sys=SDWIS,Tallapoosa,41284,40707,29460,0.713593644,12932,0.313244841,16151,0.396762228,5432,0.131576398,97,3.1871E-06,2359,0.057140781,8857,0.21453832,1855798002,128790974
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,,1005=Arsenic,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1010=Barium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1015=Cadmium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1020=Chromium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1024=CYANIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1025=Fluoride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1035=Mercury,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1036=Nickel,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1040=Nitrate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1041=Nitrite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 1045=Selenium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,," 1074=Antimony, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,," 1075=Beryllium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,," 1085=Thallium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALICEVILLE WATER & SEWER BOARD,110013246102,AL0001102,ALICEVILLE,AL,Pickens,CWS,GW,5655,12,Yes,No,4,13,13,4,, 2051=LASSO,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001102&sys=SDWIS,Pickens,19240,17568,13940,0.724532225,8942,0.464760915,7627,0.434141621,2332,0.121205821,2,6.29968E-06,966,0.0502079,3640,0.189189189,2282835039,22621093
ALLEN AAF,110051070005,AL0001628,,AL,Houston,TNCWS,GW,30,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001628&sys=SDWIS,Houston,106355,105201,73559,0.6916365,36940,0.347327347,39888,0.379159894,9006,0.08467867,258,7.96189E-07,6512,0.061228903,18929,0.177979409,1501742238,4795415
ALLGOOD WATER WORKS (TOWN OF),110012973005,AL0000098,ALLGOOD,AL,Blount,CWS,GW,861,5,No,No,1,1,0,3,,2456=Total Haloacetic Acids (HAA5),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000098&sys=SDWIS,Blount,58884,58323,40668,0.690646016,8289,0.14076829,19518,0.334653567,6650,0.112933904,337,1.9179E-06,3467,0.058878473,10584,0.179743224,1670259090,14860281
ALLGOOD WATER WORKS (TOWN OF),110012973005,AL0000098,ALLGOOD,AL,Blount,CWS,GW,861,5,No,No,1,1,0,3,, 2950=TTHM,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000098&sys=SDWIS,Blount,58884,58323,40668,0.690646016,8289,0.14076829,19518,0.334653567,6650,0.112933904,337,1.9179E-06,3467,0.058878473,10584,0.179743224,1670259090,14860281
ALLIGATOR CREEK PUA,110051138700,AL0001558,,AL,Chambers,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001558&sys=SDWIS,Chambers,34834,34350,24828,0.712751909,15739,0.451828673,14878,0.433129549,4275,0.122724924,80,3.52314E-06,2056,0.059022794,6828,0.196015387,1545085601,16971700
ALOHA FOOD & GAS INC,110051069981,AL0001627,,AL,Baldwin,TNCWS,GW,150,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001627&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ALPINE BAY INN & COUNTRY CLUB,110050932791,AL0001249,,AL,Talladega,NTNCWS,GW,500,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001249&sys=SDWIS,Talladega,81850,78167,57363,0.700830788,31019,0.378973732,33612,0.430002431,9813,0.119890043,175,1.46475E-06,4326,0.052852779,14603,0.178411729,1908346574,60874403
ALTOONA WATER & SEWER BOARD,110012973700,AL0000571,ALTOONA,AL,Etowah,CWS,GW,1068,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000571&sys=SDWIS,Etowah,103468,102264,72558,0.701260293,23722,0.229268953,39118,0.382519753,10014,0.096783547,185,9.35396E-07,6028,0.058259559,19571,0.189150269,1385916768,35022972
"AMERICAN BRASS, INC.",110050948917,AL0000668,,AL,Henry,NTNCWS,GW,65,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000668&sys=SDWIS,Henry,17165,16673,12202,0.710865133,5278,0.307486164,6365,0.381754933,2280,0.13282843,12,7.73833E-06,850,0.049519371,3848,0.224177105,1454959642,16953809
AMERICAN LEGION POST 250,110051180627,AL0001779,,AL,Mobile,TNCWS,GW,25,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001779&sys=SDWIS,Mobile,414620,408140,280280,0.675992475,181616,0.438030003,158729,0.388908218,34027,0.082067918,1257,1.97935E-07,26908,0.064897979,67460,0.162703198,3184064142,1074011171
AMERICAN PARK CAFE,110050904928,AL0000579,,AL,Fayette,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000579&sys=SDWIS,Fayette,16365,16091,11498,0.702597006,2643,0.161503208,7063,0.438941023,1951,0.119217843,14,7.28493E-06,904,0.055239841,3430,0.209593645,1625693254,4330881
AMITY PARK PUA,110051138684,AL0001557,,AL,Chambers,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001557&sys=SDWIS,Chambers,34834,34350,24828,0.712751909,15739,0.451828673,14878,0.433129549,4275,0.122724924,80,3.52314E-06,2056,0.059022794,6828,0.196015387,1545085601,16971700
AMMONS WATER SYSTEM,110048078600,AL0001419,MCCALLA,AL,Jefferson,CWS,GW,120,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001419&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,,1005=Arsenic,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1010=Barium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1015=Cadmium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1020=Chromium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1024=CYANIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1025=Fluoride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1035=Mercury,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1036=Nickel,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1041=Nitrite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,, 1045=Selenium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,," 1074=Antimony, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,," 1075=Beryllium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDALUSIA (UTILITIES BOARD OF),110013242936,AL0000356,ANDALUSIA,AL,Covington,CWS,GW,15114,2,No,No,3,8,2,3,," 1085=Thallium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000356&sys=SDWIS,Covington,37490,36814,26421,0.704747933,6430,0.171512403,14985,0.407046232,3915,0.104427847,0,2.78549E-06,2120,0.056548413,7845,0.209255802,2669165738,34194671
ANDERSON CREEK SUBDIVISION,110050963249,AL0000791,,AL,Lauderdale,TNCWS,GW,500,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000791&sys=SDWIS,Lauderdale,93342,91443,64344,0.68933599,15105,0.161824259,30709,0.33582669,7275,0.077939191,363,8.34985E-07,4742,0.050802425,18475,0.19792805,1730150447,133604580
ANDERSON PARK PUA/CORPS. OF ENGINEERS,110051138764,AL0001561,,AL,Chambers,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001561&sys=SDWIS,Chambers,34834,34350,24828,0.712751909,15739,0.451828673,14878,0.433129549,4275,0.122724924,80,3.52314E-06,2056,0.059022794,6828,0.196015387,1545085601,16971700
ANN JORDAN LODGE,110051138899,AL0001567,,AL,Coosa,TNCWS,GW,75,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001567&sys=SDWIS,Coosa,10442,10065,8165,0.781938326,3752,0.359318138,3533,0.351018381,1217,0.116548554,0,1.11615E-05,465,0.044531699,2476,0.237119326,1685846963,39991153
ANNIE MANIE HIGH SCHOOL,110051117233,AL0001390,,AL,Wilcox,TNCWS,GW,200,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001390&sys=SDWIS,Wilcox,10686,10447,7154,0.669474078,7830,0.732734419,5789,0.554130372,1485,0.138966873,18,1.30046E-05,682,0.063821823,2116,0.198016096,2299540559,50592191
ANNISTON ARMY DEPOT,110000368851,AL0001494,P E HOLLADAY,AL,Calhoun,CWS,GWP,4500,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001494&sys=SDWIS,Calhoun,116425,113294,80263,0.689396607,33352,0.286467683,43567,0.384548167,11867,0.10192828,528,8.75484E-07,6716,0.057685205,20583,0.176791926,1569246126,16536293
ANNISTON WATER WORKS & SEWER BOARD,110013243196,AL0000133,ANNISTON,AL,Calhoun,CWS,SW,56646,1,No,No,1,1,0,1,,"2920=CARBON, TOTAL",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000133&sys=SDWIS,Calhoun,116425,113294,80263,0.689396607,33352,0.286467683,43567,0.384548167,11867,0.10192828,528,8.75484E-07,6716,0.057685205,20583,0.176791926,1569246126,16536293
AQUA-MATE PURE WATER SYSTEM,110051191937,AL0001700,,AL,Madison,TNCWS,SWP,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001700&sys=SDWIS,Madison,382149,372128,262659,0.687320914,137242,0.359132171,93875,0.25226535,21084,0.055172197,2316,1.44374E-07,22119,0.057880565,57121,0.149473111,2076137768,28784863
ARAB WATER WORKS BOARD,110012982950,AL0000934,ARAB,AL,Marshall,CWS,SW,34800,1,No,No,1,1,0,1,,"2920=CARBON, TOTAL",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000934&sys=SDWIS,Marshall,97179,95947,64758,0.666378539,19575,0.201432408,37543,0.391288941,10675,0.109848836,1502,1.13038E-06,6830,0.070282674,16393,0.168688708,1465531833,148497637
ARCTIC ICE CO. LTD,110050992093,AL0000970,,AL,Mobile,TNCWS,SWP,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000970&sys=SDWIS,Mobile,414620,408140,280280,0.675992475,181616,0.438030003,158729,0.388908218,34027,0.082067918,1257,1.97935E-07,26908,0.064897979,67460,0.162703198,3184064142,1074011171
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,,1005=Arsenic,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1010=Barium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1015=Cadmium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1020=Chromium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1024=CYANIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1025=Fluoride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1035=Mercury,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1036=Nickel,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1040=Nitrate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1041=Nitrite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
ARDMORE WATER SYSTEM,110012992930,AL0001420,ARDMORE,AL,Limestone,CWS,GW,3903,12,No,No,5,18,1,6,, 1045=Selenium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001420&sys=SDWIS,Limestone,101217,97894,71019,0.701650908,25018,0.247171918,25554,0.261037449,9573,0.094578974,486,9.34418E-07,5423,0.053577956,15277,0.150933144,1450297458,122310053
